Inbred line,Accesion N,N GBS samples,N Plants,Avg. IBS,% missing,Breeding program,Pop structure,Complete_name,Kernel color,S6_82170011,S6_82170814,S6_82170859,S6_82170897,S6_82170900,S6_82170957,S6_82171038,S6_82174349,S6_82174376,S6_82174378,S6_82176123,S6_82185767,S6_82185973,S6_82186654,S6_82186661,S6_82217770,S6_82217918,S6_82218018,S6_82218044,S6_82218219,S6_82243856,S6_82243861,S6_82243874,S6_82243883
PHG47,PI601318,1,1,,0.64,ExPVP,non-stiff stalk,PI601318:81N4HABXX:7:C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHG50,PI601006,1,1,,0.85,Other,non-stiff stalk,PI601006:81FE7ABXX:5:C10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHG71,PI601150,1,1,,0.48,ExPVP,stiff stalk,PI601150:81FE8ABXX:5:A4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHG72,PI601319,1,1,,0.69,ExPVP,non-stiff stalk,PI601319:81FE8ABXX:5:F3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHG83,PI601229,1,1,,0.69,ExPVP,non-stiff stalk,PI601229:81FE7ABXX:5:G2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHG84,PI601320,2,2,0.995,0.71,ExPVP,non-stiff stalk,PI601320:81FENABXX:4:C6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHG86,PI601442,1,1,,0.53,ExPVP,stiff stalk,PI601442:81FENABXX:4:C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHH93,PI601567,2,2,0.973,0.52,ExPVP,non-stiff stalk,PI601567:81FE7ABXX:4:H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHJ31,PI601773,3,3,0.974,0.52,ExPVP,unclassified,PI601773:81FE7ABXX:5:C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHJ33,PI601774,2,2,0.997,0.5,ExPVP,non-stiff stalk,PI601774:81N4HABXX:5:A11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHJ40,PI601321,1,1,,0.58,ExPVP,unclassified,PI601321:81FE8ABXX:5:C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHJ65,PI543840,4,4,0.981,0.3,ExPVP,unclassified,PI543840:D0D0BACXX:3:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHJ70,PI601775,1,1,,0.44,ExPVP,stiff stalk,PI601775:81FENABXX:1:E11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHJ75,PI601776,2,2,0.994,0.61,ExPVP,unclassified,PI601776:81FE8ABXX:6:E7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHJ89,PI548798,1,1,,0.84,ExPVP,unclassified,PI548798:D0D0BACXX:3:B9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHJ90,PI548799,1,1,,0.88,ExPVP,unclassified,PI548799:D0D0BACXX:3:G6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHK05,PI601467,1,1,,0.53,ExPVP,unclassified,PI601467:81FENABXX:6:G8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHK29,PI601468,1,1,,0.69,ExPVP,stiff stalk,PI601468:81FENABXX:2:D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHK35,PI601777,1,1,,0.55,ExPVP,unclassified,PI601777:81FE8ABXX:1:A6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHK42,PI601495,1,1,,0.55,ExPVP,non-stiff stalk,PI601495:81FENABXX:1:D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHK93,PI548800,1,1,,0.89,ExPVP,unclassified,PI548800:D0D0BACXX:3:B6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHM10,PI601778,1,1,,0.64,ExPVP,stiff stalk,PI601778:81FENABXX:3:D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHM57,PI601779,1,1,,0.67,ExPVP,unclassified,PI601779:81FE7ABXX:4:G4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHN11,PI601497,1,1,,0.62,ExPVP,non-stiff stalk,PI601497:81FE7ABXX:1:B4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHN29,PI601780,1,1,,0.54,ExPVP,stiff stalk,PI601780:81FE8ABXX:1:D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHN37,PI601781,2,2,0.998,0.59,ExPVP,unclassified,PI601781:81FE8ABXX:1:F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHN73,PI601782,2,2,0.997,0.44,ExPVP,non-stiff stalk,PI601782:81N4HABXX:5:F11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHN82,PI601783,1,1,,0.6,ExPVP,non-stiff stalk,PI601783:81FE7ABXX:6:G6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHP02,PI601570,2,2,0.994,0.59,ExPVP,non-stiff stalk,PI601570:81FE8ABXX:5:H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHP55,PI601784,1,1,,0.67,ExPVP,stiff stalk,PI601784:81FE8ABXX:1:G9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHP60,PI601785,2,2,0.998,0.61,ExPVP,unclassified,PI601785:81FENABXX:5:C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHP76,PI543846,5,5,0.997,0.26,ExPVP,unclassified,PI543846:D0D0BACXX:3:B6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHPR5,PI559945,1,1,,0.83,ExPVP,unclassified,PI559945:D0D0BACXX:3:H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHR30,PI559946,1,1,,0.86,ExPVP,unclassified,PI559946:D0D0BACXX:3:C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHR32,PI601571,1,1,,0.57,ExPVP,unclassified,PI601571:81FENABXX:4:G5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHR36,PI601361,2,2,0.995,0.64,ExPVP,non-stiff stalk,PI601361:81FENABXX:6:E3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHR47,PI601572,1,1,,0.69,ExPVP,stiff stalk,PI601572:81FENABXX:1:B1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHR55,PI548804,1,1,,0.88,ExPVP,non-stiff stalk,PI548804:D0D0BACXX:3:H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHR62,PI601786,1,1,,0.53,ExPVP,non-stiff stalk,PI601786:81FE7ABXX:4:D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHR63,PI601787,6,1,0.995,0.29,ExPVP,unclassified,PI601787:81FE8ABXX:1:F6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHT10,PI601573,8,3,0.994,0.27,ExPVP,stiff stalk,PI601573:81FENABXX:6:E2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHT22,PI601788,1,1,,0.58,ExPVP,non-stiff stalk,PI601788:81FE7ABXX:2:D7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHT55,PI601498,1,1,,0.66,ExPVP,stiff stalk,PI601498:81FENABXX:1:G5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHT60,PI601574,1,1,,0.55,ExPVP,non-stiff stalk,PI601574:81FENABXX:4:G9,0,0.858,1,0.858,0.858,0.858,1,1,0.858,0.858,1,1,0,0.858,0.858,0.858,0.858,1,0.858,0.858,0.858,0.858,0.858,0.858,0.858
PHT69,PI559949,1,1,,0.9,ExPVP,unclassified,PI559949:D0D0BACXX:3:A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHT77,PI601499,1,1,,0.64,ExPVP,non-stiff stalk,PI601499:81FE7ABXX:2:E2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHV37,PI601789,1,1,,0.47,ExPVP,stiff stalk,PI601789:81N4HABXX:5:D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHV53,PI559952,1,1,,0.86,ExPVP,unclassified,PI559952:D0D0BACXX:3:F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHV63,PI601500,1,1,,0.58,ExPVP,non-stiff stalk,PI601500:81FE7ABXX:1:H10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHW03,PI601790,2,2,0.996,0.6,ExPVP,stiff stalk,PI601790:81FE8ABXX:1:C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHW17,PI601362,1,1,,0.61,ExPVP,stiff stalk,PI601362:81FE7ABXX:3:E1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHW20,PI601791,1,1,,0.64,ExPVP,non-stiff stalk,PI601791:81FENABXX:4:F6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHW43,PI601792,1,1,,0.57,ExPVP,non-stiff stalk,PI601792:81FENABXX:5:D11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHW51,PI543849,8,8,0.997,0.18,ExPVP,unclassified,PI543849:D0D0BACXX:3:B10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHW65,PI601501,1,1,,0.55,ExPVP,non-stiff stalk,PI601501:81FE7ABXX:3:D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHW86,PI543850,2,2,0.997,0.75,ExPVP,unclassified,PI543850:D0D0BACXX:3:B4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHW86,PI543850,3,3,0.998,0.28,Other,unclassified,PI543850:D0D0BACXX:3:B4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHZ51,PI601322,9,4,0.996,0.17,ExPVP,non-stiff stalk,PI601322:81FENABXX:2:C5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PLS61/10870subline-1,PI343953,1,1,,0.6,Other,unclassified,PI343953:81FENABXX:7:H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PriorC,PI433487,1,1,,0.65,Other,unclassified,PI433487:81FENABXX:7:C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Q381,PI601190,1,1,,0.52,ExPVP,stiff stalk,PI601190:81FE8ABXX:5:D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R004,NSL30866,6,1,0.998,0.39,Illinois,unclassified,NSL30866:81FE7ABXX:6:B1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R101,NSL30878,1,1,,0.63,Illinois,unclassified,NSL30878:81FE7ABXX:4:F4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R103,NSL30879,1,1,,0.63,Illinois,unclassified,NSL30879:81FENABXX:1:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R105,NSL242483,2,2,0.996,0.43,Illinois,unclassified,NSL242483:81FE8ABXX:6:C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R113,NSL30883,1,1,,0.55,Illinois,unclassified,NSL30883:81FENABXX:2:B4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R12,Ames21095,1,1,,0.59,Other,unclassified,Ames21095:81FE7ABXX:5:D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R134,NSL30884,1,1,,0.59,Illinois,unclassified,NSL30884:81FENABXX:1:E1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R138,NSL30885,1,1,,0.64,Illinois,unclassified,NSL30885:81N4HABXX:7:C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R154,NSL30888,1,1,,0.52,Illinois,unclassified,NSL30888:81FE7ABXX:5:G10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R158,NSL30889,1,1,,0.63,Illinois,unclassified,NSL30889:81N4HABXX:7:A10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R159,NSL30890,1,1,,0.63,Illinois,unclassified,NSL30890:81N4HABXX:7:D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R181,NSL30895,1,1,,0.53,Illinois,unclassified,NSL30895:81FENABXX:1:A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R192,NSL30898,1,1,,0.48,Illinois,unclassified,NSL30898:81FE7ABXX:4:A9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R196,NSL30901,1,1,,0.59,Illinois,unclassified,NSL30901:81FENABXX:2:G5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R197,NSL30902,1,1,,0.43,Illinois,unclassified,NSL30902:81FE7ABXX:3:A11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R2,NSL30865,2,2,0.998,0.51,Illinois,unclassified,NSL30865:81FENABXX:2:G7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R216,NSL29303,1,1,,0.69,Illinois,unclassified,NSL29303:81FE7ABXX:6:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R218,NSL29305,1,1,,0.56,Illinois,unclassified,NSL29305:81FE7ABXX:5:A10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R220,NSL29316,1,1,,0.6,Illinois,unclassified,NSL29316:81N4HABXX:6:D7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R221,NSL29317,1,1,,0.77,Illinois,unclassified,NSL29317:81FE8ABXX:1:B3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R222,NSL29319,1,1,,0.45,Illinois,unclassified,NSL29319:81N4HABXX:6:A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R222A,NSL29898,1,1,,0.58,Illinois,unclassified,NSL29898:81N4HABXX:1:G9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R223,NSL42804,1,1,,0.48,Illinois,unclassified,NSL42804:81N4HABXX:7:G11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R228,PI592733,1,1,,0.54,Illinois,unclassified,PI592733:81FE7ABXX:3:D11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R230,PI592735,1,1,,0.57,Illinois,unclassified,PI592735:81FENABXX:6:H7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R-28,PI340862,1,1,,0.67,Other,unclassified,PI340862:81FENABXX:6:B1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R30,NSL30868,1,1,,0.57,Illinois,unclassified,NSL30868:81FE8ABXX:4:E5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R35,Ames21096,1,1,,0.53,Other,unclassified,Ames21096:81FE8ABXX:6:B9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R53,NSL30869,1,1,,0.52,Illinois,unclassified,NSL30869:81FE7ABXX:3:E8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R71,NSL30872,2,2,0.997,0.42,Illinois,unclassified,NSL30872:81FENABXX:1:F11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R75,NSL30874,1,1,,0.51,Illinois,unclassified,NSL30874:81FENABXX:1:H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R76,NSL30875,1,1,,0.63,Illinois,unclassified,NSL30875:81FE7ABXX:5:D1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R78,NSL30876,1,1,,0.61,Illinois,unclassified,NSL30876:81FENABXX:1:D11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R802A,NSL117226,1,1,,0.5,Illinois,unclassified,NSL117226:81FE7ABXX:4:A4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R825,NSL42805,1,1,,0.85,Illinois,sweet corn,NSL42805:D0D0BACXX:3:E11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R839,NSL42806,1,1,,0.51,Illinois,sweet corn,NSL42806:81N4HABXX:7:B11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R84,NSL30877,1,1,,0.6,Illinois,unclassified,NSL30877:81FE7ABXX:5:H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R851,NSL42807,1,1,,0.65,Illinois,sweet corn,NSL42807:81FENABXX:1:C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R853,NSL42808,1,1,,0.59,Illinois,sweet corn,NSL42808:81FE7ABXX:3:H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R901,NSL29282,6,1,0.998,0.32,Illinois,unclassified,NSL29282:81FE7ABXX:3:A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R902A,NSL29284,1,1,,0.47,Illinois,unclassified,NSL29284:81FE7ABXX:3:C8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R903B,NSL29285,2,2,0.997,0.48,Illinois,unclassified,NSL29285:81FENABXX:2:A4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R904A,NSL30906,1,1,,0.61,Illinois,unclassified,NSL30906:81FE7ABXX:3:F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R906,NSL30907,1,1,,0.58,Illinois,unclassified,NSL30907:81FENABXX:2:H7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R909,NSL30909,1,1,,0.71,Illinois,unclassified,NSL30909:81FENABXX:2:A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R914,NSL30910,1,1,,0.38,Illinois,unclassified,NSL30910:81FE7ABXX:5:H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R921E,NSL30912,1,1,,0.69,Illinois,unclassified,NSL30912:81FE7ABXX:5:E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R941,NSL29287,1,1,,0.51,Illinois,unclassified,NSL29287:81FE7ABXX:6:A3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RB-53INBR.FR.YELPEARL,PI340868,1,1,,0.44,Other,popcorn,PI340868:81FE7ABXX:3:A7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R-PAH-1,PI340872,1,1,,0.65,Other,unclassified,PI340872:81FE7ABXX:2:E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R-PAH-1IN.FR.TOM-THUMB,PI340869,1,1,,0.59,Other,unclassified,PI340869:81FE7ABXX:2:B5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R-PAH-2,PI340870,1,1,,0.53,Other,unclassified,PI340870:81FE7ABXX:3:H4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RS710,PI539930,1,1,,0.58,ExPVP,unclassified,PI539930:81FENABXX:2:F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S14,PI369439,1,1,,0.53,Other,unclassified,PI369439:81FE8ABXX:3:E10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S22,PI535914,1,1,,0.54,Other,unclassified,PI535914:81FENABXX:7:A4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S4,Ames23508,1,1,,0.59,Other,sweet corn,Ames23508:81FE8ABXX:6:F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S43,Ames23510,1,1,,0.53,Other,sweet corn,Ames23510:81FE8ABXX:5:H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S48,PI369442,1,1,,0.59,Other,unclassified,PI369442:81FENABXX:6:H6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S8,Ames23509,1,1,,0.41,Other,sweet corn,Ames23509:81FE8ABXX:5:E1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC102,Ames10273,1,1,,0.47,Other,unclassified,Ames10273:81FE7ABXX:7:C11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC152,NSL246151,3,3,0.938,0.64,Other,unclassified,NSL246151:D0D0BACXX:4:G12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC155,PI542942,1,1,,0.83,Other,unclassified,PI542942:D0D0BACXX:4:E10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC213,PI548792,1,1,,0.48,Other,unclassified,PI548792:81FE7ABXX:6:F9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC225,Ames10276,1,1,,0.67,Other,unclassified,Ames10276:81N4HABXX:3:D3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC235,Ames10277,2,2,0.995,0.57,Other,unclassified,Ames10277:81N4HABXX:2:G9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC301,PI542944,2,2,0.972,0.55,Other,unclassified,PI542944:D0D0BACXX:4:H3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC301D,NSL68245,2,2,0.991,0.74,Other,unclassified,NSL68245:D0D0BACXX:4:B5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC301E,NSL53082,1,1,,0.79,Other,unclassified,NSL53082:D0D0BACXX:4:C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC359,PI542946,3,3,0.967,0.47,Other,unclassified,PI542946:D0D0BACXX:4:E5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC401,PI542947,2,2,0.976,0.46,Other,unclassified,PI542947:D0D0BACXX:4:A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC60,PI548789,1,1,,0.77,Other,unclassified,PI548789:D0D0BACXX:4:E3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC76,Ames30865,2,2,0.998,0.5,Other,unclassified,Ames30865:D0D0BACXX:4:H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC84,PI542941,1,1,,0.78,Other,unclassified,PI542941:D0D0BACXX:4:A7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SC91,PI548790,1,1,,0.76,Other,unclassified,PI548790:D0D0BACXX:4:H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SD10,NSL30835,2,2,0.996,0.55,Other,unclassified,NSL30835:81FENABXX:2:D11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SD101,PI533658,6,1,0.998,0.34,Other,unclassified,PI533658:81FENABXX:3:C5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SD102,PI533659,1,1,,0.72,Other,unclassified,PI533659:81N4HABXX:4:A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
